age,weight,income,year_of_experience,married
41,69,139800,9,1.0
48,60,206700,15,1.0
64,73,87500,3,1.0
65,72,144250,7,1.0
60,74,217900,15,0.0
61,65,110000,5,0.0
48,70,192000,13,1.0
53,69,116900,6,1.0
30,71,112050,5,0.0
57,77,104300,4,1.0
34,61,193350,13,0.0
38,69,103950,3,1.0
24,73,207200,15,0.0
44,65,124650,6,1.0
32,69,180550,12,0.0
48,71,136350,8,0.0
33,71,191150,14,0.0
18,70,141800,9,0.0
38,71,122350,6,1.0
67,67,162200,9,1.0
45,72,109550,6,1.0
42,75,225200,17,0.0
34,63,136050,8,0.0
29,69,257650,20,0.0
45,73,160950,11,0.0
64,73,177800,11,0.0
18,61,176550,12,0.0
31,66,104900,3,0.0
53,68,131400,7,1.0
54,76,120450,7,0.0
46,70,267250,21,1.0
35,75,202650,14,1.0
37,70,111100,5,0.0
67,72,107100,5,0.0
33,71,187200,13,1.0
44,75,141900,7,1.0
22,64,89550,2,0.0
67,67,255850,20,1.0
44,64,161900,10,1.0
57,71,108050,5,0.0
41,77,359000,29,0.0
39,76,141900,8,1.0
28,76,214500,15,0.0
35,66,91500,3,0.0
34,76,194050,14,0.0
53,67,168050,11,1.0
23,63,210450,15,0.0
52,70,119350,6,1.0
53,75,179150,12,0.0
26,63,99850,4,0.0
67,67,228050,17,1.0
18,66,94050,3,0.0
26,76,127550,6,0.0
62,63,157900,10,1.0
61,63,146100,8,0.0
26,70,169350,11,0.0
34,75,100900,5,1.0
50,71,99250,5,1.0
52,65,131900,7,0.0
38,68,149550,8,0.0
55,76,198450,14,1.0
48,64,99300,4,1.0
45,63,155300,8,0.0
37,75,157400,9,0.0
45,66,122600,6,0.0
62,70,102150,4,0.0
65,65,96250,3,0.0
38,64,91250,3,1.0
54,69,260950,20,1.0
47,73,185450,12,1.0
58,70,185200,13,1.0
30,66,163400,10,0.0
58,66,137650,8,1.0
36,76,120100,5,1.0
23,77,152150,9,0.0
62,69,80400,3,0.0
64,62,85400,2,1.0
45,65,94550,3,1.0
43,69,227050,17,1.0
45,77,109350,5,1.0
43,81,183450,13,1.0
33,69,131850,7,0.0
60,67,162000,10,1.0
66,69,202850,13,1.0
23,71,184050,11,0.0
60,69,133650,8,1.0
23,74,98300,5,0.0
39,68,116650,6,0.0
32,79,188850,13,1.0
52,65,71750,1,0.0
18,61,100500,4,0.0
23,73,121650,6,0.0
37,66,77750,2,1.0
66,69,122700,6,1.0
53,68,197850,14,1.0
48,74,88600,3,1.0
52,75,169150,11,1.0
63,73,103400,4,1.0
62,71,157350,9,0.0
27,73,145900,8,0.0
37,73,87350,3,1.0
42,71,168800,11,0.0
39,67,127950,7,1.0
34,71,205850,13,0.0
31,73,227750,17,0.0
26,63,126500,7,0.0
67,68,141600,9,0.0
39,74,137200,8,0.0
31,73,228800,17,1.0
24,73,180600,12,0.0
65,75,105800,5,1.0
22,65,180750,12,0.0
37,73,209600,15,1.0
44,75,225800,16,1.0
45,72,94900,3,0.0
35,75,135600,8,0.0
63,67,149050,9,1.0
47,86,160000,9,0.0
28,58,165850,11,0.0
33,62,167550,11,0.0
45,65,157850,9,1.0
60,72,160850,10,0.0
22,68,190800,13,0.0
36,69,173650,11,1.0
55,71,131850,6,1.0
34,73,110800,6,1.0
46,66,117750,6,0.0
53,66,128800,7,0.0
46,66,100700,5,1.0
32,65,178750,12,0.0
39,72,180000,12,1.0
38,70,156550,11,0.0
47,61,235900,17,0.0
55,77,178200,12,1.0
52,74,118400,6,1.0
63,66,87300,3,1.0
47,78,123950,6,0.0
39,80,108100,4,0.0
66,76,183750,12,1.0
65,75,247650,19,1.0
41,66,134250,8,1.0
32,69,265450,20,0.0
18,71,168800,11,0.0
45,69,175050,10,1.0
54,68,204650,15,1.0
38,68,306050,24,1.0
29,77,170300,11,0.0
51,77,134850,7,1.0
29,70,172250,11,0.0
29,74,123500,6,0.0
23,72,188050,11,0.0
32,66,139650,8,1.0
41,76,134800,8,0.0
34,77,127950,6,0.0
60,74,104050,4,1.0
47,66,110400,5,1.0
41,67,113500,6,1.0
45,73,139000,8,1.0
19,70,193300,14,0.0
19,72,145100,9,0.0
54,72,100500,4,0.0
38,78,122400,6,1.0
38,62,96850,4,1.0
51,68,189750,13,1.0
32,62,148950,9,0.0
64,72,125650,6,1.0
57,59,150450,8,1.0
32,66,173100,11,0.0
63,67,240150,18,1.0
37,73,183850,13,0.0
26,75,190050,11,0.0
50,67,124700,7,1.0
46,72,196650,13,1.0
53,84,179550,11,0.0
25,67,181100,12,0.0
26,77,209350,14,0.0
59,72,149700,8,1.0
42,69,160900,10,1.0
56,68,104650,5,1.0
55,69,186150,13,1.0
54,71,191050,13,1.0
19,69,165600,10,0.0
31,67,168350,11,0.0
60,69,243450,18,1.0
54,74,302250,24,0.0
27,77,144550,9,0.0
63,74,151800,9,1.0
66,66,142450,9,1.0
21,76,107750,4,0.0
35,69,154950,10,1.0
58,68,123650,6,1.0
67,72,90000,3,1.0
52,74,186600,12,1.0
62,72,202450,14,1.0
38,68,241850,18,1.0
59,71,157400,10,0.0
54,68,135900,8,1.0
53,67,139800,8,1.0
18,64,98250,5,0.0
54,63,142550,9,1.0
41,76,92350,4,1.0
57,80,171450,12,1.0
33,67,150400,9,1.0
41,66,134650,7,1.0
34,77,249900,18,1.0
43,68,300450,25,1.0
54,61,237200,18,0.0
42,70,124950,7,0.0
65,69,148600,10,1.0
51,71,234800,17,0.0
67,76,280850,23,1.0
33,68,178600,12,0.0
57,70,145000,9,1.0
45,63,121350,6,1.0
47,71,148750,9,1.0
53,71,187650,13,0.0
40,75,173300,12,0.0
51,74,185250,13,1.0
54,67,112750,5,1.0
34,63,107250,5,0.0
18,66,153200,9,0.0
67,68,85550,2,1.0
55,72,107200,5,1.0
21,60,188800,14,0.0
58,68,267300,21,1.0
54,67,87700,3,1.0
34,69,143750,9,1.0
65,78,157300,10,1.0
33,62,246900,19,1.0
64,72,165700,11,0.0
49,72,134300,7,1.0
42,60,157400,9,1.0
45,73,88950,3,1.0
21,66,143050,8,0.0
34,68,119700,6,1.0
38,68,99100,4,1.0
61,69,147600,9,1.0
52,72,138150,8,1.0
36,75,114750,5,0.0
67,67,100300,4,1.0
47,68,89350,3,0.0
48,69,76050,2,1.0
46,66,140600,8,1.0
36,69,149000,8,1.0
66,69,225350,16,1.0
28,75,125150,6,0.0
53,73,124800,7,0.0
50,70,125150,7,1.0
24,74,177750,12,0.0
61,69,182350,12,0.0
21,61,131000,7,0.0
47,66,142900,8,0.0
59,78,120900,7,1.0
38,71,214150,16,0.0
37,77,138050,8,0.0
66,66,154250,9,1.0
50,74,115900,5,0.0
34,61,141500,8,1.0
63,71,87300,3,0.0
52,66,153350,10,1.0
65,67,161250,10,0.0
54,63,96800,4,1.0
35,72,176850,12,0.0
27,61,181450,12,0.0
43,60,167250,10,1.0
24,76,245100,18,0.0
64,67,155300,10,1.0
65,65,240050,18,1.0
43,69,138600,8,0.0
28,72,91700,4,0.0
65,76,171450,12,1.0
43,70,136000,8,1.0
22,72,159600,10,0.0
60,76,216100,14,1.0
58,71,168650,11,1.0
18,64,132550,7,0.0
35,66,172950,12,0.0
40,82,110850,6,1.0
56,63,132950,7,1.0
36,64,137050,7,0.0
26,79,113150,5,0.0
44,70,207900,14,1.0
26,70,109800,5,0.0
41,72,113050,5,0.0
40,77,142250,8,1.0
21,67,103500,5,0.0
41,61,166900,11,1.0
58,68,226050,16,1.0
18,73,129350,7,0.0
19,67,141000,8,0.0
52,81,143950,8,1.0
34,75,190100,14,0.0
29,70,112650,5,0.0
64,65,176200,11,1.0
37,73,200800,13,1.0
39,73,231800,17,1.0
33,71,167500,11,0.0
43,69,210300,15,1.0
44,71,179000,12,0.0
63,73,189650,13,1.0
22,79,215000,16,0.0
66,68,136900,7,1.0
33,66,174550,12,1.0
54,65,126250,7,1.0
60,70,132650,7,0.0
28,78,271100,21,0.0
27,71,209550,15,0.0
58,72,114600,5,0.0
64,74,111650,5,1.0
64,74,171450,12,1.0
50,72,74450,2,1.0
58,75,223750,16,1.0
49,67,225800,16,1.0
41,60,109300,5,1.0
19,72,171000,11,0.0
46,67,134250,7,0.0
56,76,108350,5,1.0
30,70,139700,8,1.0
44,71,133600,8,0.0
63,77,172750,11,0.0
31,68,175750,12,0.0
40,67,100700,5,0.0
31,71,138450,7,0.0
56,69,96750,3,1.0
34,74,137750,9,0.0
62,68,121000,6,1.0
21,66,95350,4,0.0
63,67,210000,15,1.0
64,64,115900,6,1.0
49,62,154950,9,1.0
25,66,133200,7,0.0
46,72,163300,10,0.0
54,77,170900,11,1.0
29,68,136800,8,0.0
55,66,129450,6,1.0
24,70,168600,11,0.0
18,72,144950,8,0.0
21,66,124800,7,0.0
55,68,108900,5,0.0
38,68,154600,8,0.0
53,63,97450,4,0.0
32,77,188050,13,0.0
60,69,92450,4,1.0
34,71,80950,3,0.0
53,70,124900,6,0.0
53,71,149300,9,1.0
54,73,123700,6,1.0
60,75,196100,14,1.0
28,66,158200,10,0.0
43,79,128050,6,1.0
39,69,193000,13,1.0
32,68,135950,6,1.0
62,71,121650,7,1.0
41,70,126300,7,0.0
45,66,200200,14,0.0
47,66,177750,12,1.0
27,70,207700,15,0.0
39,65,119850,7,1.0
39,68,211050,15,0.0
66,73,108250,5,1.0
18,72,212500,15,0.0
52,68,182000,12,1.0
64,69,134950,8,1.0
23,68,124200,6,0.0
53,71,89300,4,1.0
20,83,250700,19,0.0
51,70,230550,18,0.0
63,61,132600,8,1.0
41,66,112500,5,0.0
56,69,169900,11,1.0
22,69,175300,11,0.0
22,68,152350,10,0.0
33,82,156950,10,0.0
31,71,209400,14,0.0
54,76,270750,21,1.0
41,69,154800,10,1.0
20,70,178300,12,0.0
67,64,92050,4,1.0
44,66,132850,7,1.0
58,67,165250,10,0.0
54,64,122950,7,1.0
26,68,181950,12,0.0
56,76,114300,6,1.0
34,65,129200,7,0.0
65,68,142650,8,0.0
65,66,107700,5,0.0
58,62,163150,11,1.0
43,71,223200,17,0.0
27,91,202250,14,0.0
42,68,203950,14,1.0
30,74,155000,9,0.0
26,75,119500,5,0.0
22,77,182900,13,0.0
27,62,133650,7,0.0
54,69,108700,5,0.0
50,78,97950,4,1.0
20,72,126400,6,0.0
64,78,129900,7,1.0
63,63,77000,2,1.0
47,64,198500,13,1.0
21,81,106350,4,0.0
46,65,204150,14,0.0
60,68,161100,10,1.0
44,63,213100,15,0.0
30,77,117950,6,0.0
19,70,167450,11,0.0
21,73,132950,7,0.0
51,66,140800,7,1.0
20,71,317900,27,0.0
35,69,122350,6,1.0
42,70,211200,15,1.0
65,68,196300,14,0.0
59,72,97700,3,1.0
32,75,198350,13,0.0
28,72,150050,10,0.0
24,69,298650,22,0.0
54,69,170100,10,0.0
31,69,91600,4,0.0
67,70,125750,7,1.0
19,66,105500,5,0.0
41,62,211700,14,1.0
63,73,163250,10,1.0
29,72,103250,5,0.0
21,63,192300,13,0.0
67,59,131950,8,1.0
63,73,170900,10,1.0
58,69,226000,17,1.0
48,62,139850,8,1.0
67,72,154550,10,1.0
29,70,146400,9,1.0
49,65,175850,11,1.0
25,66,223200,15,0.0
46,74,190000,12,1.0
45,72,163000,10,0.0
45,80,175350,12,0.0
24,74,89450,4,0.0
50,66,120950,6,1.0
43,67,181700,13,0.0
18,78,106800,5,0.0
30,75,94150,4,0.0
45,66,144150,8,1.0
62,65,180950,12,1.0
44,67,117600,6,1.0
63,74,100350,4,1.0
23,70,153350,9,0.0
25,63,170950,12,0.0
44,71,167050,8,0.0
49,71,136450,8,0.0
50,63,150150,9,0.0
22,77,186000,12,0.0
40,69,194350,14,0.0
52,85,99050,4,1.0
41,73,86700,3,1.0
55,69,178700,12,1.0
41,75,194000,13,1.0
40,73,98550,4,1.0
40,63,103250,4,1.0
39,69,117400,6,0.0
34,61,141850,9,0.0
32,84,126250,7,0.0
37,73,86950,3,0.0
54,71,137300,7,0.0
60,69,176400,13,1.0
50,71,159150,7,1.0
62,76,138500,8,0.0
19,68,169200,11,0.0
39,66,139600,8,0.0
61,77,117500,6,1.0
56,72,161450,10,0.0
27,76,137650,8,0.0
55,72,176800,12,0.0
29,63,114150,6,0.0
29,69,150850,9,0.0
59,71,226150,16,0.0
58,83,118500,6,1.0
59,66,98300,4,1.0
22,74,124350,6,0.0
25,78,203000,14,0.0
36,73,194950,14,1.0
57,76,184100,12,0.0
53,68,447950,38,1.0
48,68,143150,8,0.0
32,68,124800,7,0.0
59,72,237000,16,1.0
18,75,135350,7,0.0
37,65,163750,10,1.0
20,74,121800,6,0.0
66,71,99100,4,1.0
60,64,153050,9,1.0
52,74,128000,7,1.0
65,72,139550,8,1.0
42,76,182300,11,0.0
51,69,168850,10,0.0
61,71,157950,10,1.0
52,73,139350,7,1.0
60,67,150600,9,1.0
19,69,135750,7,0.0
66,70,130500,7,1.0
61,68,181300,13,1.0
36,73,137250,7,0.0
24,66,191400,13,0.0
64,65,150100,10,1.0
48,64,105650,5,1.0
49,69,182800,13,1.0
52,70,217600,15,1.0
60,61,156250,10,0.0
60,71,180350,12,1.0
49,68,172550,12,0.0
48,65,144650,9,1.0
53,68,138600,8,1.0
54,73,138300,8,1.0
32,69,113200,6,0.0
63,62,198700,14,1.0
50,74,104350,5,1.0
20,67,106050,4,0.0
24,68,296850,23,0.0
54,72,175500,12,0.0
26,73,127050,6,0.0
50,79,124400,7,1.0
61,67,127750,7,1.0
29,71,169700,11,0.0
23,73,119000,6,0.0
48,70,145200,8,0.0
50,67,92550,1,1.0
41,76,229850,17,1.0
29,66,109100,5,0.0
36,72,197150,13,1.0
22,74,152800,9,0.0
37,78,138350,9,1.0
38,66,182350,12,1.0
20,73,105050,5,0.0
53,79,132900,8,1.0
20,65,142650,7,0.0
28,69,169000,11,0.0
43,80,88150,3,1.0
47,67,210600,15,1.0
20,67,105400,5,0.0
58,73,151050,9,1.0
30,74,137700,8,0.0
65,65,131400,8,0.0
60,57,235350,17,1.0
66,70,143750,8,0.0
31,75,149400,10,0.0
19,73,111050,6,0.0
57,80,148850,8,0.0
50,67,124500,7,1.0
31,74,232600,17,0.0
65,78,150900,9,1.0
26,72,119150,6,0.0
55,67,243000,17,1.0
54,66,141300,8,0.0
28,63,159300,10,0.0
37,80,170600,11,1.0
35,66,183350,13,0.0
59,70,134350,8,1.0
21,63,165000,10,0.0
49,65,134400,8,0.0
25,68,131900,6,0.0
62,72,145900,8,1.0
61,67,138150,9,1.0
18,63,101300,5,0.0
23,69,276800,23,0.0
25,68,87850,2,0.0
53,64,202450,13,0.0
55,75,112550,6,1.0
41,70,159900,10,1.0
31,71,133050,8,0.0
56,66,197100,15,1.0
57,74,136250,7,1.0
62,64,182800,12,1.0
67,63,250600,18,1.0
49,76,109450,5,1.0
48,78,239550,18,1.0
39,66,197400,14,0.0
28,65,235900,18,0.0
52,72,125300,6,0.0
39,71,161350,11,0.0
32,67,244700,19,0.0
33,72,110350,6,0.0
38,76,140200,8,1.0
51,78,224950,17,1.0
67,63,127150,7,1.0
19,60,201250,13,0.0
24,65,108550,4,0.0
34,72,227900,17,0.0
32,76,197400,13,0.0
54,72,112750,4,1.0
54,71,190950,13,1.0
22,72,166150,11,0.0
35,66,157300,10,1.0
27,69,129450,7,0.0
44,65,302200,25,1.0
54,79,134600,8,0.0
58,80,248750,19,1.0
67,71,173000,11,0.0
45,71,152000,8,1.0
23,71,122750,6,0.0
65,74,199600,14,1.0
66,69,145050,8,1.0
43,72,183800,12,0.0
44,69,189000,13,0.0
62,77,196400,13,1.0
47,67,106350,5,1.0
22,65,134250,7,0.0
60,71,194200,14,1.0
46,70,151700,10,1.0
30,68,163250,11,1.0
21,76,118150,6,0.0
64,67,80000,3,1.0
61,62,260150,19,0.0
38,71,126150,6,1.0
66,82,107250,4,0.0
24,70,144200,7,0.0
42,62,239900,19,0.0
42,77,157250,10,1.0
41,70,117050,6,0.0
63,71,142700,9,1.0
33,74,95200,4,1.0
18,72,236600,18,0.0
61,70,121750,7,0.0
46,76,103350,4,1.0
67,67,140750,8,1.0
37,71,127150,7,1.0
51,77,108600,5,1.0
21,71,249600,19,0.0
60,63,184900,12,1.0
27,67,188800,13,0.0
21,70,112300,5,0.0
42,71,120300,6,0.0
43,70,121350,6,1.0
31,70,199450,14,1.0
20,67,105200,5,0.0
29,61,236200,17,0.0
53,71,105150,4,1.0
62,70,180900,12,1.0
20,77,155900,10,0.0
29,65,301200,25,0.0
29,76,179100,12,0.0
44,74,93150,3,0.0
37,81,87250,3,1.0
26,67,96550,3,0.0
63,68,121400,6,1.0
55,71,176200,12,0.0
55,73,201700,14,1.0
44,74,131250,7,1.0
20,73,117200,5,0.0
41,69,175950,11,0.0
43,73,155650,10,0.0
41,75,130100,7,0.0
18,71,78800,2,0.0
63,75,170500,11,1.0
62,68,145850,9,0.0
63,69,214800,15,1.0
40,60,129600,7,1.0
46,70,152000,9,1.0
40,72,143950,8,1.0
21,70,137500,8,0.0
52,66,112150,6,1.0
24,62,121150,6,0.0
44,73,190700,13,0.0
48,73,121200,7,1.0
24,61,156600,9,0.0
28,68,141800,8,0.0
26,71,166100,10,0.0
60,67,173850,11,0.0
52,68,173650,12,1.0
27,67,201450,14,0.0
20,67,215800,16,0.0
36,69,190400,13,1.0
35,74,162750,10,0.0
21,67,129350,6,0.0
55,69,145300,9,1.0
36,63,147850,8,0.0
37,72,121950,6,1.0
51,73,133500,7,1.0
61,63,131150,7,1.0
36,75,115150,6,0.0
53,70,200250,14,1.0
20,64,112700,6,0.0
37,65,168450,11,0.0
37,76,126850,6,0.0
59,69,153050,8,0.0
61,69,260150,20,0.0
56,64,88350,3,1.0
66,65,87600,3,1.0
19,62,139300,7,0.0
19,72,160400,10,0.0
41,70,245900,18,0.0
58,74,124550,5,0.0
45,69,120600,6,1.0
31,63,142600,9,0.0
44,67,210850,14,1.0
26,67,119050,6,0.0
58,71,90200,3,0.0
63,80,145200,9,1.0
34,70,202550,15,0.0
23,73,91150,4,0.0
33,71,196900,13,1.0
31,70,115800,6,0.0
46,74,121000,6,1.0
45,71,231100,17,0.0
65,65,133700,7,0.0
35,73,94000,4,0.0
26,71,168150,11,0.0
48,64,109150,5,1.0
18,63,137350,8,0.0
45,66,154150,9,1.0
38,75,151750,10,1.0
22,79,157050,9,0.0
32,76,149650,8,0.0
32,67,147750,9,1.0
18,72,172600,12,0.0
33,70,123250,5,0.0
57,71,179350,11,1.0
43,63,284350,22,0.0
66,72,212550,15,1.0
43,74,120050,5,1.0
31,70,157900,10,0.0
53,67,210000,14,1.0
22,74,328800,27,0.0
52,85,127450,6,1.0
22,70,149800,8,0.0
29,68,126250,7,0.0
55,73,170050,10,0.0
44,75,119300,6,1.0
57,70,136700,8,0.0
27,80,120850,7,0.0
58,62,184000,13,0.0
30,67,148950,9,0.0
29,66,193600,13,0.0
26,75,152300,10,0.0
44,71,95150,4,1.0
39,68,119750,6,1.0
23,70,172900,10,0.0
42,66,111050,6,0.0
37,74,108750,5,0.0
31,72,92650,3,1.0
63,67,88700,3,1.0
57,76,174050,11,1.0
46,72,121400,6,1.0
52,80,126350,7,0.0
36,72,99950,5,0.0
35,65,110750,4,0.0
26,75,141900,8,0.0
50,66,172350,11,1.0
29,85,136900,7,0.0
41,83,157100,10,0.0
40,67,97250,4,1.0
55,72,156450,10,0.0
48,72,291100,24,1.0
61,72,253100,19,1.0
22,71,291900,24,0.0
25,70,188550,12,0.0
30,64,164700,10,1.0
47,73,157900,9,1.0
61,62,244200,18,1.0
24,62,159550,10,0.0
23,59,149100,8,0.0
48,76,162650,10,1.0
38,75,137300,8,1.0
18,70,110950,6,0.0
37,69,130000,7,1.0
44,63,108000,5,1.0
48,64,136500,8,1.0
46,72,224400,16,1.0
18,74,158050,9,0.0
35,75,131300,7,0.0
31,73,162850,11,0.0
39,62,189750,13,0.0
36,73,148450,8,0.0
27,69,157050,10,0.0
66,74,213200,16,1.0
58,77,175150,12,1.0
46,72,93650,4,1.0
54,76,209550,15,1.0
52,64,107950,5,1.0
50,66,170500,11,1.0
31,67,138450,7,0.0
26,73,154200,10,0.0
41,64,200250,14,1.0
27,67,155200,9,0.0
46,67,122150,7,1.0
59,67,139250,8,1.0
42,74,118250,6,0.0
19,67,124650,6,0.0
58,73,119250,5,1.0
28,62,161300,10,0.0
61,67,168150,11,1.0
47,63,226250,17,1.0
21,71,78900,3,0.0
56,72,162600,11,1.0
59,73,178850,11,1.0
42,73,90650,4,1.0
33,68,74500,1,1.0
31,78,86800,3,0.0
66,70,175600,11,0.0
42,69,192250,14,1.0
36,71,233150,18,1.0
47,71,144550,8,1.0
30,66,157400,10,0.0
51,77,121050,7,1.0
49,62,135550,8,0.0
28,75,145000,9,0.0
63,68,176300,12,1.0
67,72,114150,5,0.0
39,65,174450,11,1.0
67,65,169350,10,0.0
23,70,269700,21,0.0
55,77,90050,3,1.0
66,64,119350,5,1.0
43,74,107900,4,0.0
38,76,122500,7,0.0
30,68,124750,7,1.0
35,79,128750,6,0.0
50,69,237600,18,1.0
44,77,126250,7,0.0
66,69,159300,10,1.0
66,66,112400,6,1.0
55,83,221500,17,1.0
41,72,115900,5,0.0
67,64,119850,6,0.0
26,75,129350,7,0.0
51,80,147650,9,1.0
18,64,134850,7,0.0
59,64,139350,7,1.0
53,66,154700,10,1.0
49,71,178900,12,0.0
45,68,143600,9,1.0
20,70,131450,6,0.0
26,61,89700,4,0.0
60,70,150250,9,1.0
46,70,157800,10,1.0
67,70,168550,11,1.0
37,73,123350,7,1.0
36,66,166700,10,0.0
38,72,113250,5,0.0
67,71,123950,7,0.0
20,78,157850,10,0.0
29,58,206950,15,0.0
42,68,194350,14,0.0
26,62,171750,12,0.0
25,74,131700,7,0.0
20,72,131650,8,0.0
43,69,118200,6,1.0
50,74,160100,10,1.0
53,72,213200,15,1.0
66,70,143100,8,1.0
50,68,235100,16,0.0
25,71,140800,8,0.0
66,71,153700,8,1.0
18,61,188450,13,0.0
40,75,129750,7,1.0
25,84,91300,3,0.0
52,69,135150,6,0.0
58,79,96650,4,1.0
20,70,200350,15,0.0
42,89,193500,12,1.0
37,72,162450,11,0.0
53,68,176050,12,1.0
60,72,217450,16,1.0
41,66,222900,15,1.0
25,66,214550,14,0.0
61,65,153950,9,1.0
27,64,213650,15,0.0
30,61,178100,12,0.0
28,71,123950,7,0.0
60,64,135850,8,1.0
21,72,64450,1,0.0
51,70,216200,15,0.0
37,61,130800,7,1.0
25,63,146750,9,0.0
21,66,143800,9,0.0
20,75,116900,6,0.0
19,71,99150,4,0.0
53,72,127100,7,0.0
66,72,99950,4,0.0
19,61,121100,6,0.0
39,71,159150,9,1.0
43,74,122700,6,1.0
22,69,122800,6,0.0
32,73,108050,4,0.0
29,72,364050,31,0.0
26,70,100500,4,0.0
64,69,108100,5,0.0
39,76,203650,15,1.0
19,69,198850,13,0.0
52,72,197350,14,0.0
20,61,181500,12,0.0
59,73,217200,16,1.0
48,73,164450,11,1.0
55,73,120100,6,1.0
41,72,169500,10,0.0
63,68,125800,7,1.0
55,59,145650,8,1.0
29,69,211600,14,0.0
37,68,133800,8,0.0
57,65,230150,17,0.0
60,63,114950,6,0.0
57,80,188350,13,1.0
58,65,116900,5,1.0
48,65,215050,16,1.0
41,70,206850,15,1.0
30,78,167600,12,0.0
67,65,249400,19,1.0
33,73,120600,6,1.0
27,63,148400,9,0.0
18,63,160350,10,0.0
60,71,221500,17,1.0
60,77,103450,5,1.0
24,57,192750,13,0.0
55,69,98550,5,0.0
56,74,207750,15,0.0
67,66,116900,5,0.0
56,71,124200,6,1.0
39,73,104750,5,1.0
23,69,133250,7,0.0
54,66,120850,7,1.0
36,69,205150,15,1.0
41,67,266800,21,1.0
45,62,144150,8,1.0
49,64,166100,10,1.0
45,71,262500,19,1.0
38,73,90900,2,0.0
57,74,209800,15,0.0
64,71,100850,4,1.0
36,69,143400,7,1.0
44,71,220250,16,0.0
62,77,142900,9,1.0
24,75,134250,8,0.0
66,68,92350,4,1.0
24,64,112850,6,0.0
31,72,192800,14,1.0
25,72,94050,4,0.0
48,68,143850,7,0.0
32,67,131450,7,0.0
18,75,128550,7,0.0
46,72,166650,11,1.0
53,68,88100,3,0.0
39,65,198150,13,0.0
57,65,149400,9,1.0
37,63,198650,13,0.0
60,66,241250,19,1.0
46,72,97050,4,1.0
43,72,132050,7,1.0
65,66,207250,16,1.0
45,69,216050,16,0.0
47,65,145450,9,1.0
24,74,129100,7,0.0
41,71,174850,11,0.0
33,66,180100,11,0.0
23,74,156900,10,0.0
55,60,174850,11,1.0
36,71,163800,11,1.0
58,65,146700,9,0.0
28,70,135350,8,0.0
47,69,163200,10,1.0
51,65,268050,21,1.0
20,64,111900,5,0.0
34,70,104100,5,0.0
30,78,115450,5,0.0
44,66,223550,17,1.0
40,66,157600,10,0.0
64,71,310700,25,0.0
46,60,119150,7,0.0
57,69,231750,16,0.0
46,67,109300,5,1.0
39,67,150450,8,1.0
19,76,168050,11,0.0
27,72,227000,16,0.0
22,79,143700,8,0.0
52,67,136000,7,1.0
23,67,210100,15,0.0
26,80,90100,3,0.0
37,72,153350,9,1.0
35,71,214450,15,0.0
39,70,76400,2,0.0
39,65,174700,11,0.0
42,65,124650,6,0.0
63,67,127850,7,0.0
63,69,175200,12,0.0
35,64,243950,18,1.0
49,71,114450,6,0.0
30,70,139650,8,0.0
60,71,94000,3,1.0
47,68,170150,12,0.0
39,70,150100,8,0.0
49,63,107900,5,1.0
49,66,117000,6,1.0
22,76,135950,7,0.0
22,67,239650,17,0.0
41,66,150000,9,1.0
63,72,216000,15,1.0
25,75,241100,19,0.0
26,72,120250,6,0.0
29,72,143950,8,1.0
42,69,144800,8,1.0
53,69,117300,5,1.0
33,71,206550,15,0.0
39,70,125000,6,0.0
20,68,110700,4,0.0
48,66,125150,6,0.0
25,62,188200,11,0.0
63,68,131900,7,1.0
26,62,142350,7,0.0
25,76,124200,6,0.0
31,71,260100,20,0.0
42,71,165450,9,1.0
53,65,123350,7,0.0
54,68,143700,8,1.0
35,72,158700,10,0.0
40,65,137950,9,1.0
65,73,145250,9,0.0
18,80,149450,9,0.0
44,66,156000,9,1.0
43,70,204700,14,0.0
54,64,125650,6,1.0
19,58,198250,14,0.0
49,76,137450,7,1.0
62,71,126500,6,1.0
21,71,178250,12,0.0
66,60,103650,5,1.0
20,67,268900,21,0.0
18,66,165550,10,0.0
37,74,163400,11,0.0
66,72,192650,13,1.0
67,60,131450,7,1.0
39,75,95750,4,0.0
60,76,118800,5,1.0
67,77,139850,8,1.0
62,75,251550,19,1.0
65,69,94000,3,0.0
58,67,156450,10,1.0
33,74,132150,6,1.0
56,64,242700,18,1.0
66,74,126550,7,1.0
63,68,162300,10,1.0
23,71,177750,12,0.0
55,70,202950,15,0.0
52,63,100600,4,1.0
56,73,201600,14,1.0
64,67,153500,8,1.0
44,66,156600,10,0.0
50,68,159050,10,1.0
43,71,225300,17,1.0
44,79,109400,5,1.0
31,67,114850,5,1.0
21,67,139000,7,0.0
37,71,160450,11,0.0
55,76,171450,11,1.0
31,69,136300,8,0.0
42,65,153100,9,0.0
21,71,154550,10,0.0
38,73,93250,3,1.0
62,70,89350,3,0.0
56,73,157000,10,1.0
26,63,277200,22,0.0
48,80,200600,15,1.0
22,74,191550,14,0.0
36,71,121000,6,0.0
31,71,198950,13,0.0
53,69,115650,6,1.0
39,66,109600,5,1.0
61,74,114750,6,1.0
27,64,105350,5,0.0
49,67,122200,5,1.0
65,75,144100,8,1.0
55,72,135750,7,1.0
39,77,100950,4,0.0
37,77,120100,6,1.0
37,69,108400,4,0.0
51,74,140000,7,1.0
34,71,162750,10,0.0
35,74,101250,4,1.0
44,75,278850,23,1.0
63,68,99000,4,0.0
