budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,11176,"[{""id"": 2479, ""name"": ""chicken""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4456, ""name"": ""frog""}, {""id"": 6300, ""name"": ""puppet""}, {""id"": 10232, ""name"": ""fame""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 154986, ""name"": ""gonzo""}, {""id"": 155351, ""name"": ""muppet""}, {""id"": 155352, ""name"": ""kermit""}, {""id"": 155353, ""name"": ""fozzie bear""}, {""id"": 155354, ""name"": ""kermit the frog""}, {""id"": 155355, ""name"": ""floyd""}, {""id"": 155356, ""name"": ""dr teeth""}, {""id"": 155358, ""name"": ""miss piggy""}, {""id"": 155361, ""name"": ""studebaker""}, {""id"": 162262, ""name"": ""movie star""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,The Muppet Movie,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate.",10.639916,"[{""name"": ""Incorporated Television Company"", ""id"": 1155}, {""name"": ""Henson Associates (HA)"", ""id"": 24931}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/31/1979,76657000,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,More entertaining than humanly possible.,The Muppet Movie,7,164
8200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,15121,"[{""id"": 836, ""name"": ""resistance""}, {""id"": 1201, ""name"": ""austria""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6383, ""name"": ""music competition""}, {""id"": 7954, ""name"": ""salzburg""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 11020, ""name"": ""classic""}, {""id"": 160175, ""name"": ""alps""}, {""id"": 165468, ""name"": ""governess""}, {""id"": 165470, ""name"": ""convent""}, {""id"": 165485, ""name"": ""music contest""}, {""id"": 165492, ""name"": ""novice""}, {""id"": 165493, ""name"": ""puppet show""}, {""id"": 165495, ""name"": ""nun in love""}, {""id"": 189422, ""name"": ""nazi occupation""}, {""id"": 214548, ""name"": ""1930s""}]",en,The Sound of Music,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,37.960289,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Robert Wise Productions"", ""id"": 6304}, {""name"": ""Argyle Enterprises"", ""id"": 6305}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/2/1965,286214286,174,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,The happiest sound in all the world!,The Sound of Music,7.4,941
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",,2619,"[{""id"": 1338, ""name"": ""bachelor""}, {""id"": 5938, ""name"": ""mermaid""}]",en,Splash,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",21.735068,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/9/1984,69821334,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!,Splash,6.1,321
8000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,235,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 169875, ""name"": ""railroad track""}, {""id"": 169878, ""name"": ""story within the story""}, {""id"": 169885, ""name"": ""\u00a0flipping coin""}, {""id"": 169886, ""name"": ""campfire story""}, {""id"": 169887, ""name"": ""reference to superman""}, {""id"": 169895, ""name"": ""normandy beach""}, {""id"": 208349, ""name"": ""child""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 216919, ""name"": ""boys""}]",en,Stand by Me,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",51.109279,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Act III Communications"", ""id"": 1153}, {""name"": ""The Body"", ""id"": 90896}, {""name"": ""Act III"", ""id"": 90897}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/22/1986,52287414,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",Stand by Me,7.8,1522
8000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,10734,"[{""id"": 378, ""name"": ""prison""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 3859, ""name"": ""alcatraz""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5643, ""name"": ""prison warden""}, {""id"": 7118, ""name"": ""escapee convict""}, {""id"": 9772, ""name"": ""pubic hair""}, {""id"": 9777, ""name"": ""escape from prison""}, {""id"": 11587, ""name"": ""dummy""}, {""id"": 18128, ""name"": ""inmate""}, {""id"": 186727, ""name"": ""nude fight""}, {""id"": 208992, ""name"": ""1960s""}]",en,Escape from Alcatraz,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.",26.356697,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Malpaso Company"", ""id"": 15298}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/22/1979,43000000,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No one has ever escaped from Alcatraz...and no one ever will!,Escape from Alcatraz,7.2,561
0,"[{""id"": 35, ""name"": ""Comedy""}]",,16471,[],en,Modern Problems,"Jealous, harried air traffic controller Max Fielder, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses to not only win her back, but to gain a little revenge.",4.293706,[],[],12/25/1981,0,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Modern Problems,5.6,23
6500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/1411/On-Her-Majesty%E2%80%99s-Secret-Service/,668,"[{""id"": 212, ""name"": ""london england""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 392, ""name"": ""england""}, {""id"": 1223, ""name"": ""switzerland""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2547, ""name"": ""new identity""}, {""id"": 2676, ""name"": ""honeymoon""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3370, ""name"": ""kilt""}, {""id"": 3371, ""name"": ""family history""}, {""id"": 3372, ""name"": ""title of nobility""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 159558, ""name"": ""skiing""}, {""id"": 160175, ""name"": ""alps""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,On Her Majesty's Secret Service,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",25.289665,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/12/1969,81974493,142,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,6.5,456
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",,110683,"[{""id"": 192473, ""name"": ""highwayman""}]",en,The Wicked Lady,"Caroline is to be wed to Sir Ralph and invites her sister Barbara to be her bridesmaid. Barbara seduces Ralph, however, and she becomes the new Lady, but despite her new wealthy situation, she gets bored and turns to highway robbery for thrills. While on the road she meets a famous highwayman, and they continue as a team, but some people begin suspecting her identity, and she risks death if she continues her nefarious activities.",0.289433,"[{""name"": ""Cannon Group"", ""id"": 1444}, {""name"": ""London-Cannon Films"", ""id"": 6231}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Dawn Property Company"", ""id"": 78704}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",4/21/1983,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"She seduced, robbed and murdered...That was on her good days.",The Wicked Lady,4.3,4
8000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}]",http://www.bandaivisual.co.jp/akira/,149,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 464, ""name"": ""total destruction""}, {""id"": 467, ""name"": ""megacity""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 1353, ""name"": ""underground""}, {""id"": 1402, ""name"": ""general""}, {""id"": 1485, ""name"": ""stadium""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6092, ""name"": ""army""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 210024, ""name"": ""anime""}, {""id"": 234290, ""name"": ""motorcycle gangs""}]",ja,アキラ,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.",39.338097,"[{""name"": ""Bandai Visual Company"", ""id"": 528}, {""name"": ""Toho Company"", ""id"": 882}, {""name"": ""Mainichi Broadcasting System (MBS)"", ""id"": 3363}, {""name"": ""Kodansha"", ""id"": 6999}, {""name"": ""Tokyo Movie Shinsha (TMS)"", ""id"": 9155}, {""name"": ""TMS Entertainment"", ""id"": 10919}, {""name"": ""Akira Committee Company Ltd."", ""id"": 10920}, {""name"": ""Sumitomo Corporation"", ""id"": 10921}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/16/1988,553171,124,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Neo-Tokyo is about to E.X.P.L.O.D.E.,Akira,7.8,773
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",,21512,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 18543, ""name"": ""combat""}]",en,The Blood of Heroes,"Set in a futuristic world where the only sport that has survived in a wasted society is the brutal game known as jugging. Sallow, the leader of a rag-tag team, has played in the main Leagues before, but was cast out because of indiscretions with a lady. However now joined by a talented newcomer, Kidda, an ambitious young peasant girl he and his team find they have one last chance for glory",6.41678,"[{""name"": ""Handistom Investment"", ""id"": 3970}, {""name"": ""Kings Road Entertainment"", ""id"": 4255}, {""name"": ""Kamisha Corporation"", ""id"": 68152}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",10/19/1989,882290,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When juggers play there is only one way to live - THE HARD WAY!,The Blood of Heroes,5.9,31
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,403,"[{""id"": 30, ""name"": ""individual""}, {""id"": 577, ""name"": ""black people""}, {""id"": 2072, ""name"": ""chauffeur""}, {""id"": 2076, ""name"": ""atlanta""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 10144, ""name"": ""anti semitism""}, {""id"": 11508, ""name"": ""jewish""}, {""id"": 12532, ""name"": ""african american""}, {""id"": 33885, ""name"": ""car""}, {""id"": 211660, ""name"": ""old age""}]",en,Driving Miss Daisy,The story of an old Jewish widow named Daisy Werthan and her relationship with her colored chauffeur Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned upon. Oscar winning tragic comedy with a star-studded cast and based on a play of the same name by Alfred Uhry.,19.585801,"[{""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Majestic Films International"", ""id"": 2630}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/13/1989,145793296,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,"The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",Driving Miss Daisy,7,350
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,11308,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 570, ""name"": ""rape""}, {""id"": 572, ""name"": ""sex""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 8201, ""name"": ""satire""}]",en,The Hotel New Hampshire,The film talks about a family that weathers all sorts of disasters and keeps going in spite of it all. It is noted for its wonderful assortment of oddball characters.,2.226412,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Woodfall Film Productions"", ""id"": 1980}, {""name"": ""Filmline Productions"", ""id"": 25580}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/9/1984,0,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If you experienced ""The World According To Garp"" and found it witty, delightful and totally unpredictable, then be happily surprised all over again when you join the fun and games that go on at the...Hotel New Hampshire.",The Hotel New Hampshire,5.8,26
7200000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/529/Diamonds-Are-Forever/,681,"[{""id"": 470, ""name"": ""spy""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 4585, ""name"": ""plastic surgery""}, {""id"": 6212, ""name"": ""smuggling""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11259, ""name"": ""extortion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 154881, ""name"": ""fingerprints""}, {""id"": 155514, ""name"": ""dirt bike""}, {""id"": 166873, ""name"": ""woman drowned""}, {""id"": 174511, ""name"": ""casino owner""}, {""id"": 174519, ""name"": ""old woman murdered""}, {""id"": 174520, ""name"": ""high dive""}, {""id"": 174523, ""name"": ""gender disguise""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 206694, ""name"": ""master villain""}]",en,Diamonds Are Forever,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who’s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,34.634181,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/13/1971,116019547,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The man who made 007 a household number,Diamonds Are Forever,6.3,553
